family_index,graph6,n,m,Delta,delta,regular,tree,families,descriptions
2644,Q}~vfb~~v}^w~o~~~~v~{~~b~}?,18,126,17,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.4.5.5
2645,Q}~vfb~~v}^w~o~o^wF}?~oB~??,18,101,17,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.4.10
2646,Q}~vfbo~~~^{~w~w^{F~?~wB~_?,18,106,17,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.5.9
2647,Q}~vfbo{F~~}~{~{^}F~_~{B~o?,18,109,17,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.6.8
2648,Q}~vfbo{F_^~~}~}^~F~o~}B~w?,18,110,17,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.7.7
2649,Q}~vfbo{F_]?{?{?]?F_?{?Bo??,18,61,17,4,0,0,complete_multipartite,complete_multipartite:parts=1.1.2.14
2650,Q}r~vr~~v}^~~}~}^~~~}~~r~~?,18,135,17,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.3.3.3.4
2651,Q}r~vr~~v}^~~}~}^~F~o~}B~w?,18,123,17,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.3.3.7
2652,Q}r~vr~~v}^w~~~~^~f~w~~B~{?,18,126,17,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.3.4.6
2653,Q}r~vr~~v}^w~o~~~~v~{~~b~}?,18,127,17,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.3.5.5
2654,Q}r~vr~~v}^w~o~o^wF}?~oB~??,18,102,17,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.3.10
2655,Q}r~vrw~~~^{~w~~~~v~{~~b~}?,18,128,17,13,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.4.4.5
2656,Q}r~vrw~~~^{~w~w^{F~?~wB~_?,18,108,17,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.4.9
2657,Q}r~vrw}F~~}~{~{^}F~_~{B~o?,18,112,17,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.5.8
2658,Q}r~vrw}Fo^~~}~}^~F~o~}B~w?,18,114,17,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.6.7
2659,Q}r~vrw}Fo^?}?}?^?Fo?}?Bw??,18,72,17,5,0,0,complete_multipartite,complete_multipartite:parts=1.1.3.13
2660,Q}rF~z{~F~~}~{~{^~~~}~~r~~?,18,129,17,14,0,0,complete_multipartite,complete_multipartite:parts=1.1.4.4.4.4
2661,Q}rF~z{~F~~}~{~{^}F~_~{B~o?,18,113,17,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.4.4.8
2662,Q}rF~z{~Fw^~~}~}^~F~o~}B~w?,18,116,17,11,0,0,complete_multipartite,complete_multipartite:parts=1.1.4.5.7
2663,Q}rF~z{~Fw^_~~~~^~f~w~~B~{?,18,117,17,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.4.6.6
2664,Q}rF~z{~Fw^_~?~?^_Fw?~?B{??,18,81,17,6,0,0,complete_multipartite,complete_multipartite:parts=1.1.4.12
2665,Q}rEF~}~f{^o~~~~^~f~w~~B~{?,18,118,17,12,0,0,complete_multipartite,complete_multipartite:parts=1.1.5.5.6
2666,Q}rEF~}~f{^o~_~_^oF{?~_B}??,18,88,17,7,0,0,complete_multipartite,complete_multipartite:parts=1.1.5.11
2667,Q}rEEB~~v}^w~o~o^wF}?~oB~??,18,93,17,8,0,0,complete_multipartite,complete_multipartite:parts=1.1.6.10
2668,Q}rEEB?~~~^{~w~w^{F~?~wB~_?,18,96,17,9,0,0,complete_multipartite,complete_multipartite:parts=1.1.7.9
2669,Q}rEEB?oF~~}~{~{^}F~_~{B~o?,18,97,17,10,0,0,complete_multipartite,complete_multipartite:parts=1.1.8.8
2670,Q}rEEB?oE?W?o?o?W?E??o?B???,18,33,17,2,0,0,complete_multipartite,complete_multipartite:parts=1.1.16
2671,Qvz~v~}~~~^~~}~~~~v~~~~z~~_,18,143,17,15,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.2.2.2.2.3
2672,Qvz~v~}~~~^~~}~~~~v~{~~b~}?,18,137,17,13,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.2.2.2.5
2673,Qvz~v~}~~~^~~}~}^~~~}~~r~~?,18,139,17,14,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.2.2.3.4
2674,Qvz~v~}~~~^~~}~}^~F~o~}B~w?,18,127,17,11,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.2.2.7
2675,Qvz~v~}~~~^{~~~~^~f~~~~z~~_,18,140,17,15,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.2.3.3.3
2676,Qvz~v~}~~~^{~~~~^~f~w~~B~{?,18,131,17,12,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.2.3.6
2677,Qvz~v~}~~~^{~w~~~~v~{~~b~}?,18,133,17,13,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.2.4.5
2678,Qvz~v~}~~~^{~w~w^{F~?~wB~_?,18,113,17,9,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.2.9
2679,Qvz~v~}~f~~}~{~~~~v~{~~b~}?,18,134,17,13,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.3.3.5
2680,Qvz~v~}~f~~}~{~{^~~~}~~r~~?,18,135,17,14,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.3.4.4
2681,Qvz~v~}~f~~}~{~{^}F~_~{B~o?,18,119,17,10,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.3.8
2682,Qvz~v~}~f{^~~}~}^~F~o~}B~w?,18,123,17,11,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.4.7
2683,Qvz~v~}~f{^o~~~~^~f~w~~B~{?,18,125,17,12,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.5.6
2684,Qvz~v~}~f{^o~_~_^oF{?~_B}??,18,95,17,7,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.2.11
2685,Qvz~vr~~v}^~~}~}^~~~}~~r~~?,18,136,17,14,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.3.3.3.4
2686,Qvz~vr~~v}^~~}~}^~F~o~}B~w?,18,124,17,11,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.3.3.7
2687,Qvz~vr~~v}^w~~~~^~f~w~~B~{?,18,127,17,12,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.3.4.6
2688,Qvz~vr~~v}^w~o~~~~v~{~~b~}?,18,128,17,13,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.3.5.5
2689,Qvz~vr~~v}^w~o~o^wF}?~oB~??,18,103,17,8,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.3.10
2690,Qvz~vrw~~~^{~w~~~~v~{~~b~}?,18,129,17,13,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.4.4.5
2691,Qvz~vrw~~~^{~w~w^{F~?~wB~_?,18,109,17,9,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.4.9
2692,Qvz~vrw}F~~}~{~{^}F~_~{B~o?,18,113,17,10,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.5.8
2693,Qvz~vrw}Fo^~~}~}^~F~o~}B~w?,18,115,17,11,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.6.7
2694,Qvz~vrw}Fo^?}?}?^?Fo?}?Bw??,18,73,17,5,0,0,complete_multipartite,complete_multipartite:parts=1.2.2.13
2695,Qvzf~z{~~~^{~~~~^~f~~~~z~~_,18,137,17,15,0,0,complete_multipartite,complete_multipartite:parts=1.2.3.3.3.3.3
2696,Qvzf~z{~~~^{~~~~^~f~w~~B~{?,18,128,17,12,0,0,complete_multipartite,complete_multipartite:parts=1.2.3.3.3.6
2697,Qvzf~z{~~~^{~w~~~~v~{~~b~}?,18,130,17,13,0,0,complete_multipartite,complete_multipartite:parts=1.2.3.3.4.5
2698,Qvzf~z{~~~^{~w~w^{F~?~wB~_?,18,110,17,9,0,0,complete_multipartite,complete_multipartite:parts=1.2.3.3.9
2699,Qvzf~z{~F~~}~{~{^~~~}~~r~~?,18,131,17,14,0,0,complete_multipartite,complete_multipartite:parts=1.2.3.4.4.4
2700,Qvzf~z{~F~~}~{~{^}F~_~{B~o?,18,115,17,10,0,0,complete_multipartite,complete_multipartite:parts=1.2.3.4.8
2701,Qvzf~z{~Fw^~~}~}^~F~o~}B~w?,18,118,17,11,0,0,complete_multipartite,complete_multipartite:parts=1.2.3.5.7
2702,Qvzf~z{~Fw^_~~~~^~f~w~~B~{?,18,119,17,12,0,0,complete_multipartite,complete_multipartite:parts=1.2.3.6.6
2703,Qvzf~z{~Fw^_~?~?^_Fw?~?B{??,18,83,17,6,0,0,complete_multipartite,complete_multipartite:parts=1.2.3.12
2704,QvzfF~}~f{^~~}~}^~F~o~}B~w?,18,119,17,11,0,0,complete_multipartite,complete_multipartite:parts=1.2.4.4.7
2705,QvzfF~}~f{^o~~~~^~f~w~~B~{?,18,121,17,12,0,0,complete_multipartite,complete_multipartite:parts=1.2.4.5.6
2706,QvzfF~}~f{^o~_~_^oF{?~_B}??,18,91,17,7,0,0,complete_multipartite,complete_multipartite:parts=1.2.4.11
2707,QvzfFB~~v}^w~o~~~~v~{~~b~}?,18,122,17,13,0,0,complete_multipartite,complete_multipartite:parts=1.2.5.5.5
2708,QvzfFB~~v}^w~o~o^wF}?~oB~??,18,97,17,8,0,0,complete_multipartite,complete_multipartite:parts=1.2.5.10
2709,QvzfFB_~~~^{~w~w^{F~?~wB~_?,18,101,17,9,0,0,complete_multipartite,complete_multipartite:parts=1.2.6.9
2710,QvzfFB_wF~~}~{~{^}F~_~{B~o?,18,103,17,10,0,0,complete_multipartite,complete_multipartite:parts=1.2.7.8
2711,QvzfFB_wF?[?w?w?[?F??w?B_??,18,47,17,3,0,0,complete_multipartite,complete_multipartite:parts=1.2.15
2712,Qs~vf~}~f~~}~{~~~~v~{~~b~}?,18,131,17,13,0,0,complete_multipartite,complete_multipartite:parts=1.3.3.3.3.5
2713,Qs~vf~}~f~~}~{~{^~~~}~~r~~?,18,132,17,14,0,0,complete_multipartite,complete_multipartite:parts=1.3.3.3.4.4
2714,Qs~vf~}~f~~}~{~{^}F~_~{B~o?,18,116,17,10,0,0,complete_multipartite,complete_multipartite:parts=1.3.3.3.8
2715,Qs~vf~}~f{^~~}~}^~F~o~}B~w?,18,120,17,11,0,0,complete_multipartite,complete_multipartite:parts=1.3.3.4.7
2716,Qs~vf~}~f{^o~~~~^~f~w~~B~{?,18,122,17,12,0,0,complete_multipartite,complete_multipartite:parts=1.3.3.5.6
2717,Qs~vf~}~f{^o~_~_^oF{?~_B}??,18,92,17,7,0,0,complete_multipartite,complete_multipartite:parts=1.3.3.11
2718,Qs~vfb~~v}^w~~~~^~f~w~~B~{?,18,123,17,12,0,0,complete_multipartite,complete_multipartite:parts=1.3.4.4.6
2719,Qs~vfb~~v}^w~o~~~~v~{~~b~}?,18,124,17,13,0,0,complete_multipartite,complete_multipartite:parts=1.3.4.5.5
2720,Qs~vfb~~v}^w~o~o^wF}?~oB~??,18,99,17,8,0,0,complete_multipartite,complete_multipartite:parts=1.3.4.10
2721,Qs~vfbo~~~^{~w~w^{F~?~wB~_?,18,104,17,9,0,0,complete_multipartite,complete_multipartite:parts=1.3.5.9
2722,Qs~vfbo{F~~}~{~{^}F~_~{B~o?,18,107,17,10,0,0,complete_multipartite,complete_multipartite:parts=1.3.6.8
2723,Qs~vfbo{F_^~~}~}^~F~o~}B~w?,18,108,17,11,0,0,complete_multipartite,complete_multipartite:parts=1.3.7.7
2724,Qs~vfbo{F_]?{?{?]?F_?{?Bo??,18,59,17,4,0,0,complete_multipartite,complete_multipartite:parts=1.3.14
2725,Qsb~vrw~~~^{~w~~~~v~{~~b~}?,18,125,17,13,0,0,complete_multipartite,complete_multipartite:parts=1.4.4.4.5
2726,Qsb~vrw~~~^{~w~w^{F~?~wB~_?,18,105,17,9,0,0,complete_multipartite,complete_multipartite:parts=1.4.4.9
2727,Qsb~vrw}F~~}~{~{^}F~_~{B~o?,18,109,17,10,0,0,complete_multipartite,complete_multipartite:parts=1.4.5.8
2728,Qsb~vrw}Fo^~~}~}^~F~o~}B~w?,18,111,17,11,0,0,complete_multipartite,complete_multipartite:parts=1.4.6.7
2729,Qsb~vrw}Fo^?}?}?^?Fo?}?Bw??,18,69,17,5,0,0,complete_multipartite,complete_multipartite:parts=1.4.13
2730,QsaF~z{~Fw^~~}~}^~F~o~}B~w?,18,112,17,11,0,0,complete_multipartite,complete_multipartite:parts=1.5.5.7
2731,QsaF~z{~Fw^_~~~~^~f~w~~B~{?,18,113,17,12,0,0,complete_multipartite,complete_multipartite:parts=1.5.6.6
2732,QsaF~z{~Fw^_~?~?^_Fw?~?B{??,18,77,17,6,0,0,complete_multipartite,complete_multipartite:parts=1.5.12
2733,QsaCF~}~f{^o~_~_^oF{?~_B}??,18,83,17,7,0,0,complete_multipartite,complete_multipartite:parts=1.6.11
2734,QsaCCB~~v}^w~o~o^wF}?~oB~??,18,87,17,8,0,0,complete_multipartite,complete_multipartite:parts=1.7.10
2735,QsaCCA?~~~^{~w~w^{F~?~wB~_?,18,89,17,9,0,0,complete_multipartite,complete_multipartite:parts=1.8.9
2736,Qr~v~z~~v~~}~~~~^~~~}~~~~~o,18,144,16,16,1,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.2.2.2.2.2
2737,Qr~v~z~~v~~}~~~~^~~~}~~r~~?,18,140,16,14,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.2.2.2.4
2738,Qr~v~z~~v~~}~~~~^~f~~~~z~~_,18,141,16,15,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.2.2.3.3
2739,Qr~v~z~~v~~}~~~~^~f~w~~B~{?,18,132,16,12,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.2.2.6
2740,Qr~v~z~~v~~}~{~~~~v~{~~b~}?,18,135,16,13,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.2.3.5
2741,Qr~v~z~~v~~}~{~{^~~~}~~r~~?,18,136,16,14,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.2.4.4
2742,Qr~v~z~~v~~}~{~{^}F~_~{B~o?,18,120,16,10,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.2.8
2743,Qr~v~z~~v}^~~}~}^~~~}~~r~~?,18,137,16,14,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.3.3.4
2744,Qr~v~z~~v}^~~}~}^~F~o~}B~w?,18,125,16,11,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.3.7
2745,Qr~v~z~~v}^w~~~~^~f~w~~B~{?,18,128,16,12,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.4.6
2746,Qr~v~z~~v}^w~o~~~~v~{~~b~}?,18,129,16,13,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.5.5
2747,Qr~v~z~~v}^w~o~o^wF}?~oB~??,18,104,16,8,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.2.10
2748,Qr~v~z{~~~^{~~~~^~f~~~~z~~_,18,138,16,15,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.3.3.3.3
2749,Qr~v~z{~~~^{~~~~^~f~w~~B~{?,18,129,16,12,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.3.3.6
2750,Qr~v~z{~~~^{~w~~~~v~{~~b~}?,18,131,16,13,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.3.4.5
2751,Qr~v~z{~~~^{~w~w^{F~?~wB~_?,18,111,16,9,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.3.9
2752,Qr~v~z{~F~~}~{~{^~~~}~~r~~?,18,132,16,14,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.4.4.4
2753,Qr~v~z{~F~~}~{~{^}F~_~{B~o?,18,116,16,10,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.4.8
2754,Qr~v~z{~Fw^~~}~}^~F~o~}B~w?,18,119,16,11,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.5.7
2755,Qr~v~z{~Fw^_~~~~^~f~w~~B~{?,18,120,16,12,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.6.6
2756,Qr~v~z{~Fw^_~?~?^_Fw?~?B{??,18,84,16,6,0,0,complete_multipartite,complete_multipartite:parts=2.2.2.12
2757,Qr~vf~}~f~~}~{~~~~v~{~~b~}?,18,132,16,13,0,0,complete_multipartite,complete_multipartite:parts=2.2.3.3.3.5
2758,Qr~vf~}~f~~}~{~{^~~~}~~r~~?,18,133,16,14,0,0,complete_multipartite,complete_multipartite:parts=2.2.3.3.4.4
2759,Qr~vf~}~f~~}~{~{^}F~_~{B~o?,18,117,16,10,0,0,complete_multipartite,complete_multipartite:parts=2.2.3.3.8
2760,Qr~vf~}~f{^~~}~}^~F~o~}B~w?,18,121,16,11,0,0,complete_multipartite,complete_multipartite:parts=2.2.3.4.7
2761,Qr~vf~}~f{^o~~~~^~f~w~~B~{?,18,123,16,12,0,0,complete_multipartite,complete_multipartite:parts=2.2.3.5.6
2762,Qr~vf~}~f{^o~_~_^oF{?~_B}??,18,93,16,7,0,0,complete_multipartite,complete_multipartite:parts=2.2.3.11
2763,Qr~vfb~~v}^w~~~~^~f~w~~B~{?,18,124,16,12,0,0,complete_multipartite,complete_multipartite:parts=2.2.4.4.6
2764,Qr~vfb~~v}^w~o~~~~v~{~~b~}?,18,125,16,13,0,0,complete_multipartite,complete_multipartite:parts=2.2.4.5.5
2765,Qr~vfb~~v}^w~o~o^wF}?~oB~??,18,100,16,8,0,0,complete_multipartite,complete_multipartite:parts=2.2.4.10
2766,Qr~vfbo~~~^{~w~w^{F~?~wB~_?,18,105,16,9,0,0,complete_multipartite,complete_multipartite:parts=2.2.5.9
2767,Qr~vfbo{F~~}~{~{^}F~_~{B~o?,18,108,16,10,0,0,complete_multipartite,complete_multipartite:parts=2.2.6.8
2768,Qr~vfbo{F_^~~}~}^~F~o~}B~w?,18,109,16,11,0,0,complete_multipartite,complete_multipartite:parts=2.2.7.7
2769,Qr~vfbo{F_]?{?{?]?F_?{?Bo??,18,60,16,4,0,0,complete_multipartite,complete_multipartite:parts=2.2.14
2770,Qs^~vr~~v}^~~}~}^~~~}~~r~~?,18,134,16,14,0,0,complete_multipartite,complete_multipartite:parts=2.3.3.3.3.4
2771,Qs^~vr~~v}^~~}~}^~F~o~}B~w?,18,122,16,11,0,0,complete_multipartite,complete_multipartite:parts=2.3.3.3.7
2772,Qs^~vr~~v}^w~~~~^~f~w~~B~{?,18,125,16,12,0,0,complete_multipartite,complete_multipartite:parts=2.3.3.4.6
2773,Qs^~vr~~v}^w~o~~~~v~{~~b~}?,18,126,16,13,0,0,complete_multipartite,complete_multipartite:parts=2.3.3.5.5
2774,Qs^~vr~~v}^w~o~o^wF}?~oB~??,18,101,16,8,0,0,complete_multipartite,complete_multipartite:parts=2.3.3.10
2775,Qs^~vrw~~~^{~w~~~~v~{~~b~}?,18,127,16,13,0,0,complete_multipartite,complete_multipartite:parts=2.3.4.4.5
2776,Qs^~vrw~~~^{~w~w^{F~?~wB~_?,18,107,16,9,0,0,complete_multipartite,complete_multipartite:parts=2.3.4.9
2777,Qs^~vrw}F~~}~{~{^}F~_~{B~o?,18,111,16,10,0,0,complete_multipartite,complete_multipartite:parts=2.3.5.8
2778,Qs^~vrw}Fo^~~}~}^~F~o~}B~w?,18,113,16,11,0,0,complete_multipartite,complete_multipartite:parts=2.3.6.7
2779,Qs^~vrw}Fo^?}?}?^?Fo?}?Bw??,18,71,16,5,0,0,complete_multipartite,complete_multipartite:parts=2.3.13
2780,Qs`~~z{~F~~}~{~{^~~~}~~r~~?,18,128,16,14,0,0,complete_multipartite,complete_multipartite:parts=2.4.4.4.4
2781,Qs`~~z{~F~~}~{~{^}F~_~{B~o?,18,112,16,10,0,0,complete_multipartite,complete_multipartite:parts=2.4.4.8
2782,Qs`~~z{~Fw^~~}~}^~F~o~}B~w?,18,115,16,11,0,0,complete_multipartite,complete_multipartite:parts=2.4.5.7
2783,Qs`~~z{~Fw^_~~~~^~f~w~~B~{?,18,116,16,12,0,0,complete_multipartite,complete_multipartite:parts=2.4.6.6
2784,Qs`~~z{~Fw^_~?~?^_Fw?~?B{??,18,80,16,6,0,0,complete_multipartite,complete_multipartite:parts=2.4.12
2785,QsaB~~}~f{^o~~~~^~f~w~~B~{?,18,117,16,12,0,0,complete_multipartite,complete_multipartite:parts=2.5.5.6
2786,QsaB~~}~f{^o~_~_^oF{?~_B}??,18,87,16,7,0,0,complete_multipartite,complete_multipartite:parts=2.5.11
2787,QsaCB~~~v}^w~o~o^wF}?~oB~??,18,92,16,8,0,0,complete_multipartite,complete_multipartite:parts=2.6.10
2788,QsaCC@~~~~^{~w~w^{F~?~wB~_?,18,95,16,9,0,0,complete_multipartite,complete_multipartite:parts=2.7.9
2789,QsaCCA?^~~~}~{~{^}F~_~{B~o?,18,96,16,10,0,0,complete_multipartite,complete_multipartite:parts=2.8.8
2790,QsaCCA?_C?O?_?_?O?C??_?@~~w,18,32,16,2,0,0,complete_multipartite,complete_multipartite:parts=2.16
2791,Qs\v~z{~~~^{~~~~^~f~~~~z~~_,18,135,15,15,1,0,complete_multipartite,complete_multipartite:parts=3.3.3.3.3.3
2792,Qs\v~z{~~~^{~~~~^~f~w~~B~{?,18,126,15,12,0,0,complete_multipartite,complete_multipartite:parts=3.3.3.3.6
2793,Qs\v~z{~~~^{~w~~~~v~{~~b~}?,18,128,15,13,0,0,complete_multipartite,complete_multipartite:parts=3.3.3.4.5
2794,Qs\v~z{~~~^{~w~w^{F~?~wB~_?,18,108,15,9,0,0,complete_multipartite,complete_multipartite:parts=3.3.3.9
2795,Qs\v~z{~F~~}~{~{^~~~}~~r~~?,18,129,15,14,0,0,complete_multipartite,complete_multipartite:parts=3.3.4.4.4
2796,Qs\v~z{~F~~}~{~{^}F~_~{B~o?,18,113,15,10,0,0,complete_multipartite,complete_multipartite:parts=3.3.4.8
2797,Qs\v~z{~Fw^~~}~}^~F~o~}B~w?,18,116,15,11,0,0,complete_multipartite,complete_multipartite:parts=3.3.5.7
2798,Qs\v~z{~Fw^_~~~~^~f~w~~B~{?,18,117,15,12,0,0,complete_multipartite,complete_multipartite:parts=3.3.6.6
2799,Qs\v~z{~Fw^_~?~?^_Fw?~?B{??,18,81,15,6,0,0,complete_multipartite,complete_multipartite:parts=3.3.12
2800,Qs`zv~}~f{^~~}~}^~F~o~}B~w?,18,117,15,11,0,0,complete_multipartite,complete_multipartite:parts=3.4.4.7
2801,Qs`zv~}~f{^o~~~~^~f~w~~B~{?,18,119,15,12,0,0,complete_multipartite,complete_multipartite:parts=3.4.5.6
2802,Qs`zv~}~f{^o~_~_^oF{?~_B}??,18,89,15,7,0,0,complete_multipartite,complete_multipartite:parts=3.4.11
2803,QsaBzz~~v}^w~o~~~~v~{~~b~}?,18,120,15,13,0,0,complete_multipartite,complete_multipartite:parts=3.5.5.5
2804,QsaBzz~~v}^w~o~o^wF}?~oB~??,18,95,15,8,0,0,complete_multipartite,complete_multipartite:parts=3.5.10
2805,QsaCB|}~~~^{~w~w^{F~?~wB~_?,18,99,15,9,0,0,complete_multipartite,complete_multipartite:parts=3.6.9
2806,QsaCC@~^v~~}~{~{^}F~_~{B~o?,18,101,15,10,0,0,complete_multipartite,complete_multipartite:parts=3.7.8
2807,QsaCCA?_C?O?_?_?O?C??^~|~~o,18,45,15,3,0,0,complete_multipartite,complete_multipartite:parts=3.15
2808,Qs`zrr~~v}^w~~~~^~f~w~~B~{?,18,120,14,12,0,0,complete_multipartite,complete_multipartite:parts=4.4.4.6
2809,Qs`zrr~~v}^w~o~~~~v~{~~b~}?,18,121,14,13,0,0,complete_multipartite,complete_multipartite:parts=4.4.5.5
2810,Qs`zrr~~v}^w~o~o^wF}?~oB~??,18,96,14,8,0,0,complete_multipartite,complete_multipartite:parts=4.4.10
2811,QsaBzx{~~~^{~w~w^{F~?~wB~_?,18,101,14,9,0,0,complete_multipartite,complete_multipartite:parts=4.5.9
2812,QsaCB|}^f~~}~{~{^}F~_~{B~o?,18,104,14,10,0,0,complete_multipartite,complete_multipartite:parts=4.6.8
2813,QsaCC@~^r}^~~}~}^~F~o~}B~w?,18,105,14,11,0,0,complete_multipartite,complete_multipartite:parts=4.7.7
2814,QsaCCA?_C?O?_?_?O?B~~^~x~~_,18,56,14,4,0,0,complete_multipartite,complete_multipartite:parts=4.14
2815,QsaBzx{^F~~}~{~{^}F~_~{B~o?,18,105,13,10,0,0,complete_multipartite,complete_multipartite:parts=5.5.8
2816,QsaCB|}^b{^~~}~}^~F~o~}B~w?,18,107,13,11,0,0,complete_multipartite,complete_multipartite:parts=5.6.7
2817,QsaCCA?_C?O?_?_?N~z~}^~p~~?,18,65,13,5,0,0,complete_multipartite,complete_multipartite:parts=5.13
2818,QsaCB|}^b{No~~~~^~f~w~~B~{?,18,108,12,12,1,0,complete_multipartite,complete_multipartite:parts=6.6.6
2819,QsaCCA?_C?O?_?^~n~r~{^~`~}?,18,72,12,6,0,0,complete_multipartite,complete_multipartite:parts=6.12
2820,QsaCCA?_C?O?^~^~N~b~w^~@~{?,18,77,11,7,0,0,complete_multipartite,complete_multipartite:parts=7.11
2821,QsaCCA?_C?N~^}^}N~B~o^}@~w?,18,80,10,8,0,0,complete_multipartite,complete_multipartite:parts=8.10
2822,QsaCCA?_B~n}^{^{N}B~_^{@~o?,18,81,9,9,1,0,complete_multipartite,complete_multipartite:parts=9.9
2823,Erow,6,9,3,3,1,0,generalized_petersen;random_cubic,"generalized_petersen:G(3,1) | random_cubic:n=6;sample=0;seed=106000 | random_cubic:n=6;sample=1;seed=106001 | random_cubic:n=6;sample=4;seed=106004 | random_cubic:n=6;sample=5;seed=106005 | random_cubic:n=6;sample=6;seed=106006 | random_cubic:n=6;sample=7;seed=106007 | random_cubic:n=6;sample=8;seed=106008 | random_cubic:n=6;sample=9;seed=106009 | random_cubic:n=6;sample=12;seed=106012 | random_cubic:n=6;sample=13;seed=106013 | random_cubic:n=6;sample=14;seed=106014 | random_cubic:n=6;sample=16;seed=106016 | random_cubic:n=6;sample=17;seed=106017 | random_cubic:n=6;sample=18;seed=106018 | random_cubic:n=6;sample=19;seed=106019 | random_cubic:n=6;sample=20;seed=106020 | random_cubic:n=6;sample=21;seed=106021 | random_cubic:n=6;sample=22;seed=106022 | random_cubic:n=6;sample=23;seed=106023"
2824,GrO[PK,8,12,3,3,1,0,generalized_petersen;random_cubic,"generalized_petersen:G(4,1) | random_cubic:n=8;sample=14;seed=108014"
2825,IrOWOMAGW,10,15,3,3,1,0,generalized_petersen,"generalized_petersen:G(5,1)"
2826,IpT@GSS_W,10,15,3,3,1,0,generalized_petersen;kneser,"generalized_petersen:G(5,2) | kneser:KG(5,2) | kneser:KG(5,2)"
2827,KrOWOKA?[@CB,12,18,3,3,1,0,generalized_petersen,"generalized_petersen:G(6,1)"
2828,KpT?GSo?WKOB,12,18,3,3,1,0,generalized_petersen,"generalized_petersen:G(6,2)"
2829,MrOWOKA?W@?B_AG@_,14,21,3,3,1,0,generalized_petersen,"generalized_petersen:G(7,1)"
2830,MpT?GSO?XC?B@G_@_,14,21,3,3,1,0,generalized_petersen,"generalized_petersen:G(7,2) | generalized_petersen:G(7,3)"
2831,OrOWOKA?W@?B?A?@o?P?B,16,24,3,3,1,0,generalized_petersen,"generalized_petersen:G(8,1)"
